mbl_correlation,,,,,,,,,
0.001663256,0.00244856,0.003447169,0.004501745,0.005490177,0.006713708,0.008135948,0.008960619,0.010860351,0.013407262
0.002705853,0.00461281,0.005981016,0.007545718,0.009819135,0.012175293,0.015149559,0.029197719,0.023777718,0.028294245
0.002425301,0.005197194,0.008094368,0.0099194,0.01321591,0.019500181,0.021903159,0.037489843,0.043827571,0.05830526
0.002297007,0.0057813,0.007585977,0.013359698,0.01476827,0.015415031,0.020835606,0.034024522,0.031041656,0.045657039
0.002616332,0.005688683,0.00876645,0.012759083,0.022642186,0.027748227,0.026797,0.040043596,0.063895136,0.065373749
0.003275174,0.015301954,0.032678507,0.038599614,0.029376213,0.050106708,0.060785469,0.062492359,0.071651362,0.081027679
0.00262474,0.013551307,0.027735768,0.034685049,0.038779251,0.037359137,0.031660818,0.049151331,0.042563166,0.076569594
0.010209199,0.11229714,0.10871145,0.095671274,0.13217689,0.11465187,0.13794318,0.14740635,0.14694384,0.1465833
0.092382923,0.29052204,0.30526543,0.23929979,0.22751319,0.22650519,0.24852496,0.23987676,0.21676776,0.23205188
1.000282,0.9954353,0.98697478,0.98828703,0.98535693,0.97508603,0.98411727,0.99087811,0.98725367,0.98379123
0.097619332,0.22828592,0.22867315,0.24248238,0.23258066,0.28172302,0.27382773,0.2532658,0.27015477,0.26360461
0.008053945,0.04678518,0.067497768,0.060730558,0.059848946,0.081022203,0.086628735,0.083359584,0.082020357,0.09059795
0.004031048,0.017056352,0.030915665,0.038859099,0.058176234,0.068976805,0.067282587,0.081335329,0.099529855,0.094417088
0.002579288,0.005934977,0.01091786,0.013134208,0.015173537,0.018279228,0.02213767,0.031204283,0.040730368,0.051986821
0.003259387,0.009698032,0.014582922,0.020705039,0.030469872,0.055918217,0.061216623,0.083685197,0.091430254,0.11802552
0.002625462,0.008149031,0.012168126,0.0136301,0.015463411,0.028713819,0.034646068,0.039527826,0.043677509,0.0523603
0.003693603,0.011775369,0.014999568,0.017941015,0.022402938,0.027995406,0.03083531,0.040497679,0.061226904,0.061204884
0.007240899,0.023419574,0.022748863,0.028347261,0.046561047,0.044716533,0.056365307,0.053764589,0.061319161,0.063772924
0.003533739,0.022799058,0.019921675,0.015412346,0.030581281,0.026640885,0.02851652,0.044724818,0.039363507,0.046661716
0.002994777,0.003849195,0.004313566,0.00575326,0.005089551,0.0060033,0.00761055,0.008408163,0.008919939,0.009591486
